label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
three_fingers,0.0,0.0,0.0,0.11611055206686735,-0.024043070561536196,-0.05318223750697815,0.20561823146311226,-0.12656225359925424,-0.06787021751252693,0.14080964457775053,-0.271975900382131,-0.0751717920145202,0.0657782274911057,-0.38013589038267614,-0.08461223236493796,0.20760263091887163,-0.4127166180278566,-0.042364237528409766,0.2860708889825987,-0.5986055695198239,-0.05857858146056863,0.3332172228790522,-0.7190148727623255,-0.07219532671291165,0.37492049357169593,-0.8198865035329692,-0.08516012783941936,0.11177473788246227,-0.4628323214783032,-0.04972845487462236,0.15695965540505527,-0.7082446881931008,-0.06997725290820504,0.19120056485551845,-0.8545777921339637,-0.0999709446079326,0.22200115239610693,-0.967624342364961,-0.12007755992514661,0.025511466358157844,-0.44453082642120134,-0.06163828233620956,0.04516666493910437,-0.6643414679756265,-0.11819380628579983,0.0648254113938586,-0.797075906316679,-0.1676635847233648,0.08118572857737406,-0.9162202921352152,-0.19575332891081498,-0.05800523762454216,-0.3726785720303103,-0.07406955799284062,-9.153068150412571e-05,-0.46803586972958605,-0.1320726535048951,0.012654864225948886,-0.3817968308527983,-0.1421413408617534,0.0069641192657530805,-0.2880662890785291,-0.1424397750645269
three_fingers,0.0,0.0,0.0,0.114871523888014,-0.010373676167347294,-0.05882861183567653,0.19833632991360972,-0.09066101376753415,-0.08406248367139252,0.13958112648032392,-0.2418481147744821,-0.1033396688724083,0.062387616826304663,-0.355074004005721,-0.12615021179769562,0.2134573907866272,-0.3942170900743851,-0.058373978345399306,0.2982288265923431,-0.5765060372812217,-0.08196693469977798,0.3449183149558566,-0.6944861284578666,-0.10261198729991995,0.38590172664506095,-0.7984577322863762,-0.12164844753816158,0.12252535647801026,-0.4512676074501498,-0.0676063134115655,0.16785438237521402,-0.6984868608584044,-0.08991444927604776,0.19720758307514744,-0.8440339418933107,-0.12552494162144523,0.22433220459772532,-0.9625255141119262,-0.1523801058665349,0.03742210915894683,-0.43755244947243965,-0.08130072582352794,0.054267767131058554,-0.6607700353733621,-0.14183060368331207,0.06841393921413373,-0.7940699217151845,-0.19579974045235785,0.08187401488710894,-0.9176200738795478,-0.22859028745797338,-0.0474756101359439,-0.3720931254675239,-0.095983761412728,0.0016976572482762268,-0.4437101565253838,-0.16242943422265918,0.014997339725674368,-0.35208701866161957,-0.18024433913113877,0.01301173637559198,-0.26195154355454575,-0.186372214883308
three_fingers,0.0,0.0,0.0,0.12349078415095371,-0.0010325563464160708,-0.05206881432004718,0.21894535098160894,-0.09725952157449255,-0.06737150447199895,0.1722881563998716,-0.2624444024188467,-0.07739036717949085,0.10406161956789327,-0.38342537355216094,-0.09070038279768906,0.23910015894444941,-0.39754878423928425,-0.03715981093740596,0.3237552343647063,-0.5702465861715413,-0.05411250527699979,0.36931311249142307,-0.6864999321844625,-0.07141798148087262,0.4103223101187485,-0.7858605389089321,-0.08836485725258164,0.1501685823816684,-0.45508085638842144,-0.04773015859874753,0.20472361251940696,-0.6947378084036031,-0.05912741107435939,0.23573310942573938,-0.8395804023821903,-0.09129647486018748,0.26390114928350916,-0.9573322948879105,-0.11777546676405015,0.06458744560610953,-0.4438382705664811,-0.06375611767300837,0.09307024446389771,-0.664575361919915,-0.11964909724160143,0.10710110866369785,-0.7985499608165255,-0.1736965440793832,0.12091859287376247,-0.9230038340943577,-0.2070790531347611,-0.021437267354970885,-0.3824882543369458,-0.080634036676182,0.030512787933344204,-0.4517485404794802,-0.1455787234235843,0.04062453551702593,-0.3548034108391168,-0.16506602206685222,0.03490314832638521,-0.2636201144620641,-0.1729078686039362
three_fingers,0.0,0.0,0.0,0.12183927546221021,-0.001297553849760037,-0.05211037054103912,0.2264901183300136,-0.11643274809840241,-0.05887994715685261,0.1819772718957452,-0.2933809768800372,-0.05917404058926637,0.11127909566663532,-0.41975957879407444,-0.06178187719757933,0.25541028994712744,-0.41671853915332835,-0.020493560860469766,0.3351315024917846,-0.5855327113423376,-0.02903669971433901,0.37816784092591293,-0.6987837091507866,-0.04105158315045572,0.41720791516684835,-0.7922048157235668,-0.05517972944898363,0.16919703868916866,-0.48028032817818095,-0.029393966459927826,0.22316148029327618,-0.7091395223982309,-0.03192126802309042,0.25609944510543076,-0.844965540857276,-0.059827223238153204,0.28354778696542215,-0.9552965883054138,-0.08372025369675239,0.08180945759413531,-0.4735799941010107,-0.0452903807469801,0.11420263419392125,-0.6975395690271299,-0.1005025194155824,0.13296331980090487,-0.8272441292076322,-0.15945117475653509,0.14988457021520765,-0.9534644429962699,-0.19594017582810103,-0.01127122731440691,-0.415568145569363,-0.06175336489608161,0.051750201932001444,-0.48104356308756796,-0.1322261281609613,0.061564928683639525,-0.3743289337514995,-0.1581559032534899,0.051845765265097744,-0.2799100896605983,-0.16991113568591368
three_fingers,0.0,0.0,0.0,0.11707222148819826,-0.01870199882492674,-0.047425023898306766,0.20888800777407213,-0.13144232809506284,-0.05614332541257162,0.16629280268837948,-0.3037860048413289,-0.05930389385556636,0.10223202381858003,-0.4321763868477987,-0.06394027238325525,0.23708415932612437,-0.4077997361620032,-0.02380965212953299,0.32268711811098205,-0.5799435517294682,-0.033399897452543036,0.3649654883213578,-0.6908100177275925,-0.04370453118524068,0.4039649492099832,-0.7847662513501251,-0.055633273095441214,0.15506644653575505,-0.47426267069885636,-0.03382339450531575,0.21377156077115902,-0.7053328534154881,-0.043050878062072535,0.24575686064561056,-0.8444422516591643,-0.07041447328247105,0.27223881824102286,-0.9578892109915802,-0.09129230695222613,0.07204182873403255,-0.47101156624000307,-0.04959651011528867,0.10219025063593391,-0.6960635994214311,-0.10505714715675182,0.12257038055424882,-0.8265495807945474,-0.15790496716173658,0.14007848337042542,-0.9526963343854565,-0.18894930523245582,-0.015790350891298658,-0.41327698667396384,-0.06566107164204074,0.04678247248371027,-0.4932241815774879,-0.12966437395085972,0.05867946172366337,-0.3913057860702572,-0.14787138691675028,0.05210453408474687,-0.2923904914580313,-0.15375008386351477
three_fingers,0.0,0.0,0.0,0.11836848361155466,-0.006627513522143895,-0.05595027970790919,0.21832497719299,-0.12656329354032436,-0.06490378064362082,0.17460334039638956,-0.30820918768608757,-0.06424555053066901,0.10624007353848268,-0.44754240380589083,-0.06356163130623381,0.23892958528668565,-0.4050827217385651,-0.03298599392622897,0.32680020858855224,-0.5834609032376008,-0.042124469772168556,0.3733952553995021,-0.6982965213185222,-0.04875363564812684,0.41823561335580256,-0.7945391001856082,-0.057679390347304266,0.15310885660147489,-0.4689483924099411,-0.03854691860599782,0.21484008537108842,-0.709743363167217,-0.052600753368123795,0.25003335856087133,-0.8449002272971011,-0.07742810688920501,0.2790120514273862,-0.9556966942028119,-0.09378754633798031,0.0707865490781224,-0.464286669804263,-0.05027784332491507,0.10865486110754503,-0.6978098643065052,-0.11361123427560026,0.12992120917984523,-0.828961067922383,-0.1645606437035064,0.14846607507173626,-0.9625865438446412,-0.19075993328912524,-0.01864358571508343,-0.4044727924782211,-0.06222588622608042,0.05961384270789491,-0.5060344867974068,-0.12914008869207344,0.06853744047541531,-0.40061732981698034,-0.1424352047232002,0.05540861333990415,-0.297764714673465,-0.14328138731013276
three_fingers,0.0,0.0,0.0,0.12081156139046574,-0.01708092538014353,-0.04934969258998406,0.22853065250934462,-0.1471237474143638,-0.04790103646951765,0.19091489778339538,-0.32668230780343194,-0.03665033030650223,0.12327864790918895,-0.46371916953440334,-0.02283702307414066,0.24974186494655276,-0.41686486093080777,-0.010529026580704594,0.33444625559090413,-0.5831572004761604,-0.010856956653573478,0.37914485586158136,-0.6957566663071896,-0.010147213720455914,0.4231052092569031,-0.7877271771738327,-0.014354613989580576,0.16704272751006913,-0.4847613505508246,-0.017418535064233628,0.23103489161954027,-0.7153213239398799,-0.030212316572586623,0.2667474984121072,-0.8444751865654392,-0.04982913155294751,0.2964898210394553,-0.9531960248100473,-0.059254740791903085,0.08783546175686095,-0.4842112691098781,-0.031116009922510766,0.1294620661095523,-0.7098259151037701,-0.09498922192347353,0.15119912071036062,-0.8321255536164219,-0.14194828496151232,0.17209895496176394,-0.9650422530150257,-0.1614174334062518,-0.001608608537592358,-0.42199492165031327,-0.044691018781465114,0.08067350607509464,-0.5192234251391996,-0.10661127971437405,0.08511388427668909,-0.41287383173970105,-0.11453172099554557,0.0663183196085789,-0.3107243688371252,-0.10991230462725093
three_fingers,0.0,0.0,0.0,0.12167288881582033,-0.023958285488952864,-0.05101481189386422,0.22871684877901027,-0.15582419767955102,-0.048780577819076215,0.199211377135841,-0.33434538040840034,-0.035838839540335295,0.12591969515362283,-0.46765785514277797,-0.01936080084712918,0.24885928545423147,-0.42231818744390454,-0.009712568799989498,0.33391252521982306,-0.5879512669831405,-0.006352483348047864,0.3780110369176489,-0.6937959863920738,-0.0032688964774159066,0.4211438667697053,-0.7820579474500675,-0.0059516883932357375,0.16902487332287083,-0.4881921699653106,-0.015110089699669153,0.2340537903886761,-0.7130875186439821,-0.022590844798408706,0.2697622059670514,-0.8378262617243611,-0.03992512900637526,0.2998028190010416,-0.9472670762264872,-0.04864082316955808,0.09224845370311362,-0.4881411207047413,-0.027560189503726847,0.13277843857673072,-0.7074734346025491,-0.08556145015189341,0.1582766266790334,-0.8333866860382324,-0.13386726131491208,0.1801397654321207,-0.9712575594516816,-0.15559054636456474,0.005452636584191376,-0.42497491775294477,-0.04034733850560589,0.08750508486830275,-0.5324341117342949,-0.09624643783660625,0.09665558141152761,-0.430830568230013,-0.10352982018658216,0.07679802380029227,-0.3284337592551197,-0.09957160482795396
three_fingers,0.0,0.0,0.0,0.12239722433411208,-0.02722038721368144,-0.050421994247885786,0.2303652229807567,-0.17183303886960358,-0.048003504368580786,0.19897578619287604,-0.3503085183471008,-0.03635786983250659,0.13062346869675762,-0.48707283145155755,-0.021342775271930032,0.2543352368114227,-0.43427195487046044,-0.0015759453289462685,0.33478854179990486,-0.5915126951104762,0.0015058563359946263,0.3815346738195642,-0.7013043768512146,0.00241023128176525,0.4243931435651002,-0.7905216126575525,-0.002726041391994568,0.17320821927954205,-0.502355345789655,-0.007727373635000988,0.23474660494445337,-0.7221589181712506,-0.01656826843238402,0.2724870514472433,-0.8449610118211561,-0.033601208325065905,0.3032535771014992,-0.9519712851207859,-0.04228404286045105,0.0941067568917504,-0.5009940847159466,-0.021573634652184287,0.13672580571919754,-0.7147543730674315,-0.0785039894160743,0.16466520583101427,-0.8300032681035402,-0.12359224097394904,0.18372265248963537,-0.9572992652974452,-0.14373216607241338,0.0050206504011247365,-0.4361151417051401,-0.03638467445248106,0.08280917348274913,-0.5449234265086909,-0.09464152190316577,0.09974621347255183,-0.4495113776107679,-0.10440289401841735,0.0864805859493941,-0.35262696299725227,-0.10198142961029971
three_fingers,0.0,0.0,0.0,0.12523574135244633,-0.02541540394295895,-0.05160939874711693,0.2304556140374943,-0.16643094877908995,-0.04821140098033005,0.2030385389079366,-0.3483767515925997,-0.03520019636069349,0.13074606469625108,-0.47886226792490316,-0.019955462793713685,0.25186956766262586,-0.4257711942412667,-0.002852265873024233,0.33365394895455797,-0.5927192499793194,0.0011816291937050156,0.3749197588386514,-0.6996110415052769,-0.0005201063896814694,0.4143562802330132,-0.7902013364108966,-0.007946830293738539,0.1733548225766961,-0.4912643618224809,-0.008445622747986433,0.234672799799146,-0.7126708714337783,-0.007271860748973866,0.2700549755885959,-0.8410881655884234,-0.027627923414098508,0.29674212866169863,-0.9519392063711285,-0.04277033560354236,0.09454191424342936,-0.4901910728480001,-0.021836598999112306,0.13764597931444297,-0.7136188734374509,-0.07138691985243699,0.16735914589883474,-0.8371667574390769,-0.12453290427344339,0.18868865627016815,-0.9698646623419089,-0.15413996151346798,0.007063351183689694,-0.427331975395005,-0.03619086986856104,0.08159657423063531,-0.5487900019771326,-0.09194112968716305,0.09937298970938573,-0.45902554810890167,-0.10645329720455189,0.08566155236409409,-0.365571586269071,-0.10982324319389584
